,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
282,Jalu,0,LY,1561347436,45,29.03,21.55,79.6874,3.1
283,San Quintin,100,PH,1561347437,62,17.54,120.52,88.70539999999997,3.09
284,Cabo San Lucas,5,MX,1561347211,39,22.89,-109.91,84.46999999999997,6.39
285,Ukiah,1,US,1561347437,23,39.15,-123.21,84.46999999999997,1.44
286,Ca Mau,80,VN,1561347437,75,9.18,105.15,86.85140000000003,3.54
287,Manono,0,CD,1561347437,53,-7.3,27.4,62.731399999999965,0.81
288,Klaksvik,0,FO,1561347438,93,62.23,-6.59,44.86999999999996,1.61
289,Sorong,42,ID,1561347438,83,-0.86,131.25,82.99940000000005,2.0
290,Nyimba,12,ZM,1561347438,91,-14.56,30.81,54.03739999999999,0.32
291,Norrtalje,0,SE,1561347439,93,59.76,18.7,60.27799999999996,2.1
292,Araouane,0,ML,1561347439,10,18.9,-3.53,94.15940000000003,5.53
293,Kaitangata,84,NZ,1561347244,70,-46.28,169.85,51.27799999999996,4.92
294,Abu Zabad,100,SD,1561347439,65,12.35,29.25,79.84940000000006,4.63
295,High Level,75,CA,1561347439,93,58.52,-117.13,59.26999999999996,2.1
296,Biak,24,ID,1561347263,69,-0.91,122.88,74.03540000000001,2.6
297,Troy,40,US,1561347440,46,42.73,-73.69,70.06999999999996,5.1
298,Port Augusta,100,AU,1561347440,46,-32.49,137.76,53.86999999999996,5.7
299,Zhytomyr,94,UA,1561347441,95,50.26,28.67,62.9114,4.65
300,Troitskoye,39,RU,1561347441,75,52.98,84.68,53.3534,3.37
301,The Valley,20,AI,1561347301,78,18.22,-63.06,82.66999999999996,5.1
302,Metro,94,ID,1561347441,75,-5.11,105.31,82.13540000000002,2.87
303,Hanzhong,100,CN,1561347442,82,33.08,107.03,69.2114,0.54
304,Sinnamary,49,GF,1561347442,80,5.38,-52.96,81.09140000000005,5.18
305,Guozhen,98,CN,1561347442,56,29.3,113.14,81.9374,1.52
306,Berdigestyakh,100,RU,1561347443,74,62.1,126.7,64.44140000000004,1.39
307,Vanavara,100,RU,1561347443,33,60.35,102.28,75.70940000000003,2.87
308,Pescantina,0,IT,1561347443,82,45.48,10.87,71.86999999999996,2.1
309,Hay River,75,CA,1561347443,76,60.82,-115.79,55.66999999999996,2.6
310,Margate,0,AU,1561347444,61,-43.03,147.26,48.469999999999956,3.1
311,Bubaque,100,GW,1561347444,82,11.28,-15.83,78.2114,4.91
312,Bama,100,CN,1561347444,91,24.14,107.25,76.48340000000005,1.36
313,Dauriya,70,RU,1561347444,44,49.93,116.85,80.11940000000001,5.46
314,Jensen Beach,90,US,1561347445,88,27.25,-80.23,85.26199999999996,1.5
315,Comodoro Rivadavia,0,AR,1561347445,54,-45.87,-67.48,53.86999999999996,7.2
316,Kerema,87,PG,1561347445,85,-7.96,145.78,79.47139999999999,6.13
317,Esperantinopolis,88,BR,1561347445,77,-4.87,-44.71,73.89140000000005,0.12
318,Amarillo,1,US,1561347446,45,35.21,-101.83,74.26400000000004,4.6
319,Alyangula,0,AU,1561347446,50,-13.85,136.42,77.26999999999995,4.1
320,Takoradi,100,GH,1561347446,97,4.89,-1.75,74.23340000000005,1.3
321,Barcelona,20,ES,1561347446,77,41.38,2.18,73.27400000000002,4.1
322,Chara,20,GR,1561347447,64,39.42,22.43,74.26400000000004,1.5
323,Vasai,5,IN,1561347447,83,22.43,69.93,83.44940000000005,4.82
324,Kurumkan,9,RU,1561347447,59,54.33,110.32,62.53340000000004,0.94
325,Brae,100,GB,1561347447,93,60.4,-1.35,53.86999999999996,5.7
326,Chhaprauli,75,IN,1561347448,74,29.21,77.17,86.26999999999995,2.1
327,Santa Cruz de Tenerife,20,ES,1561347409,93,28.47,-16.25,73.27400000000002,3.6
328,Constitucion,40,MX,1561347448,15,23.99,-104.67,79.06999999999996,5.7
329,Sao Felix do Xingu,100,BR,1561347448,81,-6.64,-51.99,67.78939999999997,1.31
330,Xinqing,80,CN,1561347448,38,48.28,129.53,82.54940000000005,4.41
331,Lebane,20,RS,1561347449,88,42.92,21.74,65.26400000000004,2.1
332,Yagodnoye,44,RU,1561347449,44,62.52,149.63,60.37339999999996,6.36
333,Yeppoon,90,AU,1561347449,40,-23.13,150.74,71.86999999999996,4.6
334,Kapustin Yar,15,RU,1561347449,35,48.58,45.77,80.49739999999997,4.09
335,Eyl,80,SO,1561347450,63,7.98,49.82,78.75140000000002,9.48
336,Debre Tabor,94,ET,1561347450,77,11.86,38.01,59.185400000000016,0.81
337,Bambanglipuro,35,ID,1561347450,80,-7.95,110.28,77.22139999999999,5.87
338,Wynyard,31,CA,1561347450,84,51.77,-104.18,58.95140000000002,3.1
339,Ketchikan,75,US,1561347184,87,55.34,-131.65,55.66999999999996,5.7
340,Ambilobe,0,MG,1561347451,90,-13.19,49.05,68.13139999999996,2.21
341,Puerto Rondon,100,CO,1561347451,99,6.28,-71.1,71.78540000000001,1.24
342,Ginda,33,IN,1561347451,47,30.69,78.49,74.3954,1.03
343,Port Blair,40,IN,1561347451,83,11.67,92.75,84.46999999999997,2.6
344,Rorvik,100,NO,1561347452,91,64.86,11.24,48.272000000000034,0.45
345,Gimli,99,CA,1561347452,65,50.63,-96.99,66.27200000000005,2.97
346,Uporovo,42,RU,1561347453,91,56.31,66.27,66.60140000000003,1.44
347,Yeniseysk,34,RU,1561347453,67,58.45,92.17,71.4794,2.12
348,Ihosy,34,MG,1561347453,97,-22.4,46.13,53.87540000000004,2.51
349,Avera,1,US,1561347453,76,33.19,-82.53,73.66999999999996,1.85
350,Cockburn Town,27,TC,1561347453,82,21.46,-71.14,81.05539999999998,6.76
351,Sai Buri,20,TH,1561347454,70,6.7,101.62,88.06999999999996,2.1
352,Khartoum,0,SD,1561347454,48,15.59,32.54,86.26999999999995,4.1
353,Lynn Haven,1,US,1561347356,78,30.25,-85.65,83.26400000000004,4.1
354,Wilmington,1,US,1561347271,72,39.75,-75.55,71.27599999999998,2.42
355,Port Hedland,0,AU,1561347455,14,-20.31,118.58,84.46999999999997,5.7
356,Dudinka,20,RU,1561347231,62,69.41,86.18,59.26999999999996,5.0
357,Mackay,75,CA,1561347455,62,53.65,-115.58,59.26999999999996,5.7
358,Tianpeng,100,CN,1561347455,66,28.88,112.34,80.17339999999996,1.94
359,Shingu,20,JP,1561347456,65,33.72,135.99,77.26999999999995,5.1
360,Jiblah,39,YE,1561347456,62,13.92,44.15,70.47139999999999,0.7
361,Bathurst,6,AU,1561347370,61,-33.42,149.58,55.274000000000015,3.58
362,Tutoia,95,BR,1561347456,95,-2.76,-42.27,73.29739999999998,1.53
363,Abashiri,75,JP,1561347457,63,44.01,144.25,64.66999999999996,4.1
364,Hargeysa,0,SO,1561347457,71,9.56,44.06,68.58139999999997,9.65
365,Cabedelo,0,BR,1561347457,100,-6.97,-34.84,71.86999999999996,2.6
366,Sant Feliu de Guixols,0,ES,1561347457,93,41.78,3.03,66.27200000000005,1.02
367,Minna,100,NG,1561347457,88,9.62,6.55,75.70940000000003,4.37
368,Axim,100,GH,1561347458,92,4.87,-2.24,75.81740000000003,3.21
369,Auka,4,HN,1561347458,90,14.93,-83.83,75.99739999999997,1.41
370,Nizhnevartovsk,0,RU,1561347458,55,60.93,76.58,66.46999999999997,2.0
371,Ilhabela,0,BR,1561347458,71,-23.78,-45.36,74.35940000000002,3.48
372,Ixtapa,20,MX,1561347458,78,20.71,-105.21,82.27400000000002,2.1
373,Urzhum,43,RU,1561347459,70,57.11,50.0,61.975400000000036,2.13
374,Gaillac,0,FR,1561347459,47,43.9,1.9,75.46999999999997,13.4
375,Paamiut,100,GL,1561347459,93,61.99,-49.67,44.67740000000001,4.36
376,Taoudenni,0,ML,1561347460,9,22.68,-3.98,89.22740000000002,5.35
377,Inirida,90,CO,1561347460,97,3.87,-67.92,74.6114,0.53
378,Zhuanghe,0,CN,1561347460,36,39.7,122.97,83.71940000000001,3.83
379,Arica,90,CL,1561347460,67,-18.48,-70.32,62.86999999999996,1.5
380,Mancora,31,PE,1561347461,88,-4.1,-81.05,68.11339999999998,7.88
381,Dahegam,75,IN,1561347461,88,23.17,72.82,79.06999999999996,4.56
382,Mitsamiouli,0,KM,1561347461,74,-11.38,43.28,78.60739999999996,3.9
383,Wasilla,90,US,1561347461,53,61.58,-149.44,77.26999999999995,3.6
384,Champerico,90,MX,1561347462,74,16.38,-93.6,79.06999999999996,2.1
385,Husavik,63,CA,1561347462,65,50.56,-96.99,66.27200000000005,2.84
386,Baruun-Urt,11,MN,1561347462,45,46.68,113.28,77.81539999999995,2.78
387,Novyy Urengoy,100,RU,1561347462,53,66.08,76.63,57.78139999999996,8.06
388,Sayyan,39,YE,1561347463,48,15.17,44.32,74.16140000000001,0.52
389,Waverly,1,US,1561347286,88,37.04,-77.1,73.66999999999996,2.81
390,Tingi,0,TZ,1561347463,78,-11.3,35.03,58.60940000000003,0.33
391,Mosquera,75,CO,1561347335,87,4.71,-74.23,53.86999999999996,1.5
392,Aykhal,75,RU,1561347463,45,65.95,111.51,66.46999999999997,3.0
393,Victoria,90,BN,1561347464,79,5.28,115.24,84.46999999999997,3.24
394,Buta,97,CD,1561347464,95,2.79,24.73,70.5614,0.1
395,Naryan-Mar,100,RU,1561347464,86,67.67,53.09,39.65539999999997,6.95
396,Ostersund,0,SE,1561347464,81,63.18,14.64,47.26400000000003,4.1
397,Marquette,90,US,1561347465,49,46.54,-87.4,68.26999999999995,3.6
398,Bayan,48,MN,1561347465,42,47.25,107.54,73.33340000000004,2.38
399,Iquique,90,CL,1561347205,72,-20.22,-70.14,61.069999999999965,3.1
400,Saint-Pierre,0,FR,1561347466,88,48.95,4.24,64.66999999999996,4.6
401,Forestville,5,CA,1561347466,71,48.74,-69.09,50.26999999999996,3.1
402,Severo-Kurilsk,100,RU,1561347466,88,50.68,156.12,45.39739999999997,4.9
403,Puerto Maldonado,11,PE,1561347467,68,-12.59,-69.19,69.80539999999998,0.25
404,Yumen,98,CN,1561347467,36,40.29,97.04,77.61740000000003,2.47
405,Kangaatsiaq,100,GL,1561347467,88,68.31,-53.46,40.14140000000005,1.67
406,Pulandian,0,CN,1561347467,33,39.4,121.96,88.06999999999996,3.0
407,Hirara,75,JP,1561347468,94,24.8,125.28,79.06999999999996,3.6
408,LaBelle,1,US,1561347468,78,26.76,-81.44,85.26199999999996,1.15
409,Ayia Marina,0,GR,1561347468,60,37.75,23.53,81.26600000000002,2.69
410,Bogatynia,0,CZ,1561347469,90,50.91,14.95,56.26400000000004,1.61
411,Barsovo,0,RU,1561347469,63,61.17,73.17,64.66999999999996,5.0
412,Belm,0,DE,1561347469,56,52.3,8.12,68.26999999999995,1.5
413,Kaz,51,RU,1561347469,51,53.11,87.55,57.31339999999998,5.14
414,Muros,20,ES,1561347206,93,42.77,-9.06,63.266000000000005,1.0
415,Dingle,27,PH,1561347470,72,11.0,122.67,86.5454,3.05
416,Puerto del Rosario,2,ES,1561347470,83,28.5,-13.86,71.86999999999996,1.0
417,Pedernales,96,EC,1561347471,81,0.07,-80.05,76.55539999999998,5.29
418,Sambava,3,MG,1561347471,97,-14.27,50.17,63.32540000000004,1.58
419,Zhezkazgan,0,KZ,1561347471,21,47.8,67.71,71.86999999999996,3.0
420,Lunino,89,RU,1561347471,57,53.59,45.22,74.26400000000004,1.29
421,Oriximina,0,BR,1561347279,73,-1.77,-55.87,78.51740000000004,1.34
422,Beni Mazar,0,EG,1561347472,71,28.5,30.8,72.43340000000003,6.05
423,La Cruz,0,MX,1561347472,89,23.92,-106.89,76.26199999999996,3.07
424,Santa Vitoria do Palmar,100,BR,1561347473,92,-33.52,-53.37,68.32939999999999,4.84
425,Chebenki,0,RU,1561347473,46,51.93,55.71,73.66999999999996,1.07
426,Thunder Bay,90,CA,1561347238,93,48.41,-89.26,57.272000000000034,5.7
427,Marsabit,55,KE,1561347474,59,2.34,37.99,77.94140000000004,9.17
428,Zaozerne,19,UA,1561347474,98,51.37,23.94,59.29340000000002,2.43
429,Sokolo,0,ML,1561347474,28,14.74,-6.12,91.63939999999997,3.4
430,Warwick,1,US,1561347475,77,41.7,-71.42,72.26600000000002,3.1
431,Matay,0,EG,1561347475,71,28.42,30.79,72.43340000000003,6.05
432,Sebring,1,US,1561347199,88,27.5,-81.44,84.46999999999997,2.6
433,Narsaq,100,GL,1561347475,58,60.91,-46.05,57.469999999999956,7.7
434,Yar-Sale,99,RU,1561347476,94,66.83,70.83,52.63340000000004,4.63
435,Barra Patuca,10,HN,1561347476,79,15.8,-84.28,82.58540000000002,6.83
436,Saint-Denis,0,FR,1561347370,82,48.94,2.36,71.27599999999998,2.1
437,Qaqortoq,100,GL,1561347477,58,60.72,-46.03,57.469999999999956,7.7
438,Dakar,75,SN,1561347477,83,14.69,-17.45,75.46999999999997,4.1
439,Davila,75,PH,1561347477,66,18.47,120.58,89.86999999999996,2.6
440,Deep River,1,CA,1561347477,77,46.1,-77.49,61.069999999999965,1.0
441,Xuddur,87,SO,1561347477,82,4.12,43.89,71.80340000000001,7.54
442,Foam Lake,5,CA,1561347478,84,51.65,-103.53,58.62740000000001,3.17
443,Mount Isa,0,AU,1561347478,14,-20.73,139.49,66.46999999999997,5.1
444,Elko,1,US,1561347433,18,40.83,-115.76,73.66999999999996,3.6
445,Grand Gaube,75,MU,1561347478,94,-20.01,57.66,70.26799999999999,2.6
446,Ejido,100,VE,1561347479,87,8.55,-71.24,67.59140000000005,2.7
447,Provideniya,90,RU,1561347479,81,64.42,-173.23,46.66999999999996,2.0
448,Nemuro,75,JP,1561347479,72,43.32,145.57,62.86999999999996,3.1
449,Desaguadero,0,PE,1561347479,34,-16.56,-69.04,32.43739999999999,0.37
450,Isangel,90,VU,1561347480,94,-19.55,169.27,71.86999999999996,5.1
451,Jiwani,0,PK,1561347480,80,25.05,61.74,84.47540000000004,3.58
452,Bathsheba,20,BB,1561347480,83,13.22,-59.52,80.86999999999996,4.1
453,Tuy Hoa,100,VN,1561347480,63,13.08,109.3,86.72540000000004,3.07
454,Yulara,35,AU,1561347480,21,-25.24,130.99,61.069999999999965,4.1
455,Klyuchevskiy,100,RU,1561347481,95,53.53,119.45,53.56940000000001,2.63
456,Cotonou,20,BJ,1561347481,94,6.37,2.43,79.06999999999996,5.7
457,Monteria,40,CO,1561347481,66,10.74,-74.19,86.26999999999995,2.1
458,Lodwar,38,KE,1561347481,64,3.12,35.6,76.93340000000003,3.63
459,Tungor,100,RU,1561347482,86,53.39,142.95,49.14140000000005,3.36
460,Noumea,100,NC,1561347452,93,-22.28,166.46,66.46999999999997,2.6
461,Mayumba,24,GA,1561347482,83,-3.44,10.65,74.66539999999995,3.17
462,Pauini,18,BR,1561347482,76,-7.71,-67.0,74.79140000000004,0.55
463,Contai,94,IN,1561347483,69,21.78,87.75,88.41740000000004,3.96
464,Necochea,0,AR,1561347483,93,-38.55,-58.74,44.27599999999999,0.89
465,Grenfell,0,AU,1561347483,58,-33.9,148.16,58.55539999999998,5.76
466,Bairnsdale,0,AU,1561347483,68,-37.83,147.63,57.272000000000034,2.79
467,Aksu,0,KZ,1561347484,77,52.04,76.93,62.86999999999996,3.0
468,Carballo,100,ES,1561347484,87,43.21,-8.69,63.266000000000005,2.1
469,Anadyr,90,RU,1561347233,81,64.73,177.51,50.26999999999996,5.0
470,Nevinnomyssk,40,RU,1561347485,83,44.63,41.94,70.06999999999996,2.0
471,Artyom,75,RU,1561347485,73,43.36,132.19,70.06999999999996,3.0
472,Hualmay,77,PE,1561347485,86,-11.1,-77.61,62.82139999999998,6.57
473,Mehran,0,IR,1561347486,27,33.12,46.17,75.46999999999997,2.1
474,Marawi,100,PH,1561347486,68,8.0,124.29,87.27799999999996,3.58
475,Nicoya,20,CR,1561347486,78,10.15,-85.45,80.86999999999996,3.6
476,Vila Velha,20,BR,1561347486,83,-3.71,-38.6,86.26999999999995,1.5
477,Miri,100,NG,1561347487,84,10.31,9.75,72.07339999999996,2.05
478,Miraflores,100,CO,1561347487,98,5.2,-73.14,53.65940000000003,0.14
479,Kruisfontein,1,ZA,1561347488,89,-34.0,24.73,48.31339999999998,1.82
480,Mongo,99,CF,1561347488,98,4.83,22.92,68.94140000000004,0.44
481,Bara,100,NG,1561347488,79,10.41,10.6,77.00539999999998,3.54
482,Lhokseumawe,100,ID,1561347488,89,5.18,97.15,76.62740000000002,0.61
483,Sompeta,0,IN,1561347489,61,18.93,84.6,87.55340000000001,2.73
484,Guerrero Negro,0,MX,1561347489,86,27.97,-114.04,63.77540000000003,8.53
485,Prainha,94,BR,1561347489,78,-1.8,-53.48,77.79739999999998,0.55
486,Taltal,30,CL,1561347489,92,-25.41,-70.49,49.19539999999999,2.34
487,Ziro,90,IN,1561347490,100,27.54,93.82,80.86999999999996,2.1
488,Idanre,100,NG,1561347490,99,7.11,5.11,72.34340000000003,1.02
489,Codrington,75,AU,1561347490,93,-28.95,153.24,53.86999999999996,3.1
490,Lavumisa,0,ZA,1561347490,100,-27.31,31.88,48.469999999999956,0.5
491,Santa Rosa,5,AR,1561347492,55,-36.62,-64.29,48.979399999999984,1.26
492,Mittersill,0,AT,1561347492,87,47.28,12.48,59.26999999999996,2.1
493,Morant Bay,20,JM,1561347430,66,17.88,-76.41,84.46999999999997,3.1
494,Kidal,4,ML,1561347492,13,18.44,1.41,89.73139999999997,3.04
495,Vilhena,26,BR,1561347493,60,-12.74,-60.15,70.57939999999999,1.06
496,Seminole,1,US,1561347493,19,32.72,-102.64,80.86999999999996,1.5
497,Djibo,0,BF,1561347493,31,14.1,-1.63,91.38739999999999,4.31
498,Morgan City,1,US,1561347455,88,29.7,-91.21,84.46999999999997,3.6
499,Eenhana,0,NA,1561347493,33,-17.48,16.34,57.469999999999956,2.1
500,Cap-aux-Meules,75,CA,1561347494,81,47.38,-61.86,52.069999999999965,6.7
501,Azangaro,0,PE,1561347494,35,-14.91,-70.2,31.159400000000026,1.13
502,Prachuap Khiri Khan,100,TH,1561347494,83,11.81,99.79,79.05739999999994,2.09
503,Kindu,80,CD,1561347495,60,-2.95,25.92,73.13540000000002,0.97
504,De-Kastri,97,RU,1561347495,78,51.48,140.77,59.38340000000004,1.97
505,Port Hardy,75,CA,1561347282,93,50.7,-127.42,53.86999999999996,3.1
506,Sioux Lookout,75,CA,1561347495,87,50.1,-91.92,62.86999999999996,2.6
507,Byron Bay,75,AU,1561347495,100,-28.65,153.62,63.266000000000005,4.1
508,Ternate,40,PH,1561347230,70,14.29,120.72,90.26600000000002,5.1
509,Losheim,100,DE,1561347496,77,50.36,6.37,66.46999999999997,2.1
510,Valdosta,1,US,1561347496,83,30.83,-83.28,80.86999999999996,2.44
511,Sheridan,75,US,1561347497,50,39.65,-105.03,61.26799999999999,4.78
512,Vanimo,0,PG,1561347276,74,-2.67,141.3,83.77339999999995,5.19
513,San Ramon,31,NI,1561347497,89,12.92,-85.84,67.84340000000003,2.94
514,Gigmoto,100,PH,1561347498,75,13.78,124.39,83.35940000000002,4.46
515,Trairi,0,BR,1561347498,93,-3.28,-39.27,70.38139999999996,1.96
516,Imeni Poliny Osipenko,100,RU,1561347498,90,52.42,136.49,53.53340000000004,1.03
517,Turinsk,4,RU,1561347498,88,58.04,63.7,66.13340000000005,3.43
518,Gamba,0,CN,1561347499,38,28.28,88.52,47.539399999999965,2.28
519,Svetlogorsk,4,RU,1561347499,60,53.14,59.15,75.46999999999997,2.0
520,Lincoln,100,GB,1561347499,100,53.23,-0.54,58.26199999999996,3.1
521,Vila Franca do Campo,20,PT,1561347500,72,37.72,-25.43,62.86999999999996,3.1
522,Vao,98,EE,1561347500,82,59.1,26.19,55.54940000000005,3.31
523,Katherine,0,AU,1561347500,9,-14.47,132.26,79.06999999999996,4.6
524,Howard Springs,0,AU,1561347500,13,-12.5,131.05,82.27400000000002,4.6
525,Maniitsoq,90,GL,1561347501,88,65.42,-52.9,42.12139999999998,1.91
526,Dourdan,0,FR,1561347501,82,48.53,2.01,71.27599999999998,1.5
527,Lanxi,80,CN,1561347501,64,29.21,119.46,77.74340000000002,2.16
528,Cervo,0,BR,1561347501,85,-22.19,-46.24,56.41339999999998,2.68
529,Poronaysk,95,RU,1561347502,75,49.22,143.1,60.30140000000003,3.46
530,Hovd,75,NO,1561347502,81,63.83,10.7,52.26799999999999,5.7
531,Touros,0,BR,1561347502,94,-5.2,-35.46,71.86999999999996,1.0
532,Chyhyryn,92,UA,1561347503,85,49.08,32.67,66.24140000000006,4.65
533,Hofn,0,IS,1561347503,63,64.25,-15.21,39.60140000000003,3.95
534,Kyren,77,RU,1561347503,55,51.68,102.13,63.86539999999995,2.42
535,Santa Marta de Tormes,90,ES,1561347503,82,40.95,-5.63,69.27799999999996,3.55
536,Mattru,100,SL,1561347504,96,7.62,-11.83,74.3954,1.33
537,Victoria,90,BN,1561347464,79,5.28,115.24,84.46999999999997,3.24
538,Nobres,0,BR,1561347504,57,-14.72,-56.34,67.6454,1.19
539,Del Rio,1,US,1561347248,70,29.36,-100.9,86.26999999999995,3.78
540,Buraydah,0,SA,1561347505,39,26.33,43.97,79.06999999999996,1.5
541,Doka,71,SD,1561347505,76,13.52,35.76,78.64340000000001,1.99
542,Pochutla,75,MX,1561347505,83,15.74,-96.47,79.26799999999999,1.04
543,Kastamonu,0,TR,1561347506,90,41.38,33.78,53.96539999999996,0.78
544,Beloha,0,MG,1561347506,79,-25.17,45.06,63.88340000000004,2.5
545,Verkh-Chebula,59,RU,1561347506,60,56.03,87.61,60.53540000000002,4.76
546,Luena,0,AO,1561347506,68,-11.78,19.91,47.8454,0.4
547,Mojokerto,1,ID,1561347217,64,-7.46,112.43,81.84739999999996,3.24
548,Atambua,1,ID,1561347507,62,-9.11,124.89,82.38739999999999,3.26
549,Muncar,68,ID,1561347507,61,-8.43,114.34,81.28939999999997,2.36
550,Nanakuli,90,US,1561347507,88,21.39,-158.15,84.46999999999997,2.92
551,Nuuk,100,GL,1561347507,81,64.17,-51.74,46.66999999999996,0.5
552,Deoria,75,IN,1561347508,70,26.5,83.79,91.66999999999996,4.6
553,Vrangel,84,RU,1561347508,80,42.73,133.08,63.88340000000004,2.98
554,Diriamba,20,NI,1561347509,62,11.86,-86.24,84.46999999999997,4.1
555,Quthing,0,LS,1561347509,85,-30.4,27.7,31.339399999999966,0.17
556,Sorland,100,NO,1561347509,87,67.67,12.69,48.61940000000001,8.74
557,Mordovo,79,RU,1561347510,85,52.09,40.76,70.38139999999996,2.87
558,Barranca,77,PE,1561347510,86,-10.75,-77.76,62.82139999999998,6.57
559,Mareeba,0,AU,1561347510,44,-16.99,145.42,81.26600000000002,4.1
560,Phayakkhaphum Phisai,20,TH,1561347511,70,15.52,103.19,89.86999999999996,3.6
561,North Myrtle Beach,1,US,1561347416,100,33.83,-78.68,76.26199999999996,1.5
562,Ewa Beach,90,US,1561347511,88,21.32,-158.01,84.46999999999997,2.92
563,Almaznyy,20,RU,1561347511,57,48.03,40.04,77.26999999999995,2.0
